title,chunk_id,topic,confidence
Alexander Dobrindt · 120 Tage Schwarz-Rot,0,Government,0.998934567
Alexander Dobrindt · 120 Tage Schwarz-Rot,1,Government,0.9592605829
Alexander Dobrindt · 120 Tage Schwarz-Rot,2,Immigration,0.9992905855
Alexander Dobrindt · 120 Tage Schwarz-Rot,3,Immigration,0.9965626597
Alexander Dobrindt · 120 Tage Schwarz-Rot,4,Immigration,0.9969058633
Alexander Dobrindt · 120 Tage Schwarz-Rot,5,Macroeconomics,0.7354474664
Alexander Dobrindt · 120 Tage Schwarz-Rot,6,International,0.9782448411
Alexander Dobrindt · 120 Tage Schwarz-Rot,7,Government,0.9820247889
Alexander Dobrindt · 120 Tage Schwarz-Rot,8,Civil,0.9995310307
Alexander Dobrindt · 120 Tage Schwarz-Rot,9,Government,0.9932863116
Alexander Dobrindt · 120 Tage Schwarz-Rot,10,Macroeconomics,0.9755148292
Alexander Dobrindt · 120 Tage Schwarz-Rot,11,Macroeconomics,0.7214149833
Alexander Dobrindt · 120 Tage Schwarz-Rot,12,Government,0.8460358381
Alexander Dobrindt · 120 Tage Schwarz-Rot,13,Government,0.9966163039
Alexander Dobrindt · 120 Tage Schwarz-Rot,14,Government,0.9953298569
Alexander Dobrindt · 120 Tage Schwarz-Rot,15,Government,0.9987475872
Alexander Dobrindt · 120 Tage Schwarz-Rot,16,Macroeconomics,0.8829874992
Alexander Dobrindt · 120 Tage Schwarz-Rot,17,Macroeconomics,0.9969412684
Alexander Dobrindt · 120 Tage Schwarz-Rot,18,Macroeconomics,0.9983562827
Alexander Dobrindt · 120 Tage Schwarz-Rot,19,Social,0.9705011249
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",0,International,0.9994578958
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",1,International,0.9993076324
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",2,International,0.9987908006
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",3,International,0.9941898584
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",4,Government,0.9555661082
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",5,Defense,0.9995729327
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",6,Defense,0.5052836537
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",7,Defense,0.9992038608
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",8,Defense,0.9994248152
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",9,International,0.9926171899
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",10,Defense,0.9995846152
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",11,Defense,0.9994581342
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",12,Defense,0.9995429516
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",13,Defense,0.9926848412
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",14,International,0.999442637
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",15,International,0.9994018078
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",16,International,0.9993575215
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",17,International,0.9995030165
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",18,International,0.9994080067
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",19,International,0.999435842
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",20,International,0.9983609319
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",21,International,0.9993846416
"Braucht Deutschland eine neue Außenpolitik, Herr Wadephul？",22,International,0.9993724227
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,0,International,0.9961919785
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,1,International,0.7608013153
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,2,International,0.9440850019
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,3,International,0.9961861968
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,4,International,0.9983964562
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,5,International,0.9992121458
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,6,Defense,0.5250040293
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,7,International,0.996906817
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,8,International,0.998975873
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,9,International,0.9984062314
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,10,Defense,0.9994909763
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,11,Defense,0.9758443832
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,12,International,0.9475033283
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,13,International,0.9969807267
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,14,International,0.9925320745
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,15,Government,0.9833323956
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,16,Defense,0.9756315351
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,17,Defense,0.9903020263
Eklat zwischen Trump und Selenskyj： Steht Europa allein？,18,Defense,0.9102959037
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,0,International,0.9965673685
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,1,International,0.9988823533
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,2,International,0.9952705503
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,3,Civil,0.946639061
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,4,International,0.9966853261
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,5,International,0.9979661703
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,6,Government,0.8499847054
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,7,Immigration,0.994017601
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,8,Macroeconomics,0.8002555966
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,9,Macroeconomics,0.9974370003
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,10,Defense,0.9994567037
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,11,Defense,0.9994643331
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,12,Defense,0.999330759
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,13,Defense,0.9992855191
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,14,Defense,0.9994113445
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,15,Defense,0.9994833469
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,16,Defense,0.9986409545
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,17,Defense,0.9106087685
Europa nach der Sicherheitskonferenz · bedingt abwehrbereit？,18,Technology,0.9314799905
"Geht so Ihr Politikwechsel, Herr Merz？",0,Social,0.9903370142
"Geht so Ihr Politikwechsel, Herr Merz？",1,Macroeconomics,0.9744536877
"Geht so Ihr Politikwechsel, Herr Merz？",2,Government,0.9995422363
"Geht so Ihr Politikwechsel, Herr Merz？",3,Government,0.9953039885
"Geht so Ihr Politikwechsel, Herr Merz？",4,International,0.8733552694
"Geht so Ihr Politikwechsel, Herr Merz？",5,International,0.996658802
"Geht so Ihr Politikwechsel, Herr Merz？",6,International,0.9971850514
"Geht so Ihr Politikwechsel, Herr Merz？",7,Immigration,0.9993875027
"Geht so Ihr Politikwechsel, Herr Merz？",8,Domestic,0.9959999323
"Geht so Ihr Politikwechsel, Herr Merz？",9,Domestic,0.998724401
"Geht so Ihr Politikwechsel, Herr Merz？",10,Macroeconomics,0.9973843694
"Geht so Ihr Politikwechsel, Herr Merz？",11,Macroeconomics,0.9978557229
"Geht so Ihr Politikwechsel, Herr Merz？",12,Macroeconomics,0.9985646605
"Geht so Ihr Politikwechsel, Herr Merz？",13,Social,0.9653238058
"Geht so Ihr Politikwechsel, Herr Merz？",14,Government,0.9990108013
"Geht so Ihr Politikwechsel, Herr Merz？",15,Energy,0.9873299599
"Geht so Ihr Politikwechsel, Herr Merz？",16,Social,0.7828453779
"Geht so Ihr Politikwechsel, Herr Merz？",17,Social,0.998705864
"Geht so Ihr Politikwechsel, Herr Merz？",18,Social,0.7046456933
"Geht so Ihr Politikwechsel, Herr Merz？",19,Government,0.9973651767
"Geht so Ihr Politikwechsel, Herr Merz？",20,International,0.9984005094
"Geht so Ihr Politikwechsel, Herr Merz？",21,International,0.9990438819
"Geht so Ihr Politikwechsel, Herr Merz？",22,International,0.9935774207
"Geht so Ihr Politikwechsel, Herr Merz？",23,International,0.9988590479
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",0,Government,0.9977381229
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",1,Government,0.9980948567
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",2,Government,0.9988096952
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",3,Government,0.99544698
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",4,International,0.9851102829
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",5,Government,0.9817727208
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",6,Defense,0.9994322658
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",7,Defense,0.9975609779
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",8,Defense,0.9994196892
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",9,Defense,0.9959688187
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",10,Defense,0.9487164617
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",11,International,0.6269634366
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",12,Domestic,0.9992921352
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",13,Domestic,0.7992336154
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",14,International,0.8035302758
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",15,Agriculture,0.9979518056
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",16,International,0.5578463078
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",17,Foreign,0.997751534
"Ist Trump ein Vorbild für Deutschland, Herr Chrupalla？",18,Government,0.4169125855
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",0,Government,0.7556656003
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",1,Government,0.9973449111
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",2,Government,0.9990282059
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",3,Government,0.9978225231
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",4,Government,0.6586712599
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",5,Macroeconomics,0.980840981
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",6,International,0.9972221851
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",7,International,0.9975140095
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",8,International,0.9988763928
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",9,International,0.9985743761
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",10,Defense,0.9992670417
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",11,Defense,0.9985855818
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",12,Defense,0.9988971949
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",13,International,0.9985103011
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",14,Defense,0.987672627
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",15,Government,0.9455910921
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",16,Government,0.7512382269
"Ist auf Trumps Amerika noch Verlass, Herr Klingbeil？",17,International,0.6595413089
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,0,International,0.9991905093
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,1,International,0.9993195534
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,2,International,0.9992067218
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,3,Government,0.52967906
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,4,Defense,0.9477379918
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,5,International,0.9993306398
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,6,International,0.9910146594
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,7,Defense,0.4304699302
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,8,International,0.9991438389
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,9,International,0.9992774129
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,10,Defense,0.8552281857
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,11,International,0.9981480837
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,12,International,0.9993821383
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,13,International,0.9993469119
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,14,International,0.9993585944
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,15,International,0.9988164902
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,16,International,0.9927616715
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,17,International,0.9992060065
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,18,International,0.9995036125
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,19,International,0.9993247986
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,20,Government,0.7081774473
Krieg in Nahost · Stürzt jetzt das Regime im Iran？,21,International,0.9988741279
Müssen wir für unseren Wohlstand mehr arbeiten？,0,Macroeconomics,0.992064774
Müssen wir für unseren Wohlstand mehr arbeiten？,1,Government,0.9991372228
Müssen wir für unseren Wohlstand mehr arbeiten？,2,Government,0.9993593097
Müssen wir für unseren Wohlstand mehr arbeiten？,3,Government,0.9988176227
Müssen wir für unseren Wohlstand mehr arbeiten？,4,Government,0.6219590306
Müssen wir für unseren Wohlstand mehr arbeiten？,5,Civil,0.9881843328
Müssen wir für unseren Wohlstand mehr arbeiten？,6,Government,0.9953142405
Müssen wir für unseren Wohlstand mehr arbeiten？,7,Civil,0.7099249959
Müssen wir für unseren Wohlstand mehr arbeiten？,8,Labor,0.9934359789
Müssen wir für unseren Wohlstand mehr arbeiten？,9,Labor,0.9991177917
Müssen wir für unseren Wohlstand mehr arbeiten？,10,Labor,0.9118887782
Müssen wir für unseren Wohlstand mehr arbeiten？,11,Labor,0.9983698726
Müssen wir für unseren Wohlstand mehr arbeiten？,12,Social,0.9977558255
Müssen wir für unseren Wohlstand mehr arbeiten？,13,Social,0.9971274734
Müssen wir für unseren Wohlstand mehr arbeiten？,14,Labor,0.7265460491
Müssen wir für unseren Wohlstand mehr arbeiten？,15,Labor,0.9991409779
Müssen wir für unseren Wohlstand mehr arbeiten？,16,Labor,0.9157187343
Müssen wir für unseren Wohlstand mehr arbeiten？,17,Labor,0.9989664555
Müssen wir für unseren Wohlstand mehr arbeiten？,18,Labor,0.9909781218
Müssen wir für unseren Wohlstand mehr arbeiten？,19,Macroeconomics,0.9986314178
Müssen wir für unseren Wohlstand mehr arbeiten？,20,Domestic,0.9488359094
Müssen wir für unseren Wohlstand mehr arbeiten？,21,Social,0.9985067248
Müssen wir für unseren Wohlstand mehr arbeiten？,22,Government,0.9996452332
Müssen wir für unseren Wohlstand mehr arbeiten？,23,Social,0.9985032082
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",0,Defense,0.8312193155
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",1,International,0.9640903473
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",2,International,0.8240837455
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",3,International,0.9944933653
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",4,International,0.9985717535
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",5,International,0.9986825585
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",6,Defense,0.999245286
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",7,Civil,0.8525134325
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",8,Defense,0.6112933159
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",9,Defense,0.9989768267
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",10,Civil,0.7165058255
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",11,Defense,0.9995631576
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",12,Defense,0.9995762706
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",13,Defense,0.9961866736
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",14,Defense,0.8874433637
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",15,Defense,0.8221920133
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",16,Defense,0.9993773103
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",17,Defense,0.869443655
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",18,Defense,0.9995700717
"Müssen wir uns für Krieg rüsten, um Frieden zu sichern？",19,International,0.9971350431
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",0,Government,0.9451881051
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",1,Civil,0.4989200234
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",2,Government,0.998219192
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",3,Labor,0.8191646934
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",4,Social,0.9985440969
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",5,Labor,0.7881492972
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",6,Government,0.9561527371
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",7,Government,0.9877699614
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",8,Government,0.9980023503
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",9,Domestic,0.9506163001
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",10,Domestic,0.8708606362
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",11,Government,0.9778564572
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",12,Macroeconomics,0.9251368642
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",13,Housing,0.4077219963
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",14,Domestic,0.9744610786
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",15,Environment,0.7687255144
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",16,Government,0.9295424819
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",17,Macroeconomics,0.9237208962
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",18,Agriculture,0.9881975055
"Nach dem Rentenstreit · schafft die Regierung den Aufschwung, Herr Söder？",19,Government,0.7354483604
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,0,International,0.9994401336
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,1,International,0.9992406368
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,2,International,0.9992377758
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,3,International,0.998423934
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,4,International,0.9980561733
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,5,International,0.9932831526
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,6,International,0.9994082451
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,7,International,0.9992029071
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,8,International,0.9993880987
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,9,International,0.9993427396
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,10,International,0.9992691875
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,11,International,0.9988640547
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,12,International,0.9991237521
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,13,International,0.9987031221
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,14,International,0.9990521073
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,15,International,0.9985181689
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,16,International,0.9498375654
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,17,International,0.9994039536
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,18,International,0.7360023856
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,19,Defense,0.996884048
Nahost und Ukraine： Wie wirksam ist die Methode Trump？,20,International,0.9992871881
Putin versetzt Selenskyj – und Europa schaut zu？,0,International,0.9994027615
Putin versetzt Selenskyj – und Europa schaut zu？,1,International,0.9994052649
Putin versetzt Selenskyj – und Europa schaut zu？,2,Defense,0.7842089534
Putin versetzt Selenskyj – und Europa schaut zu？,3,International,0.9991583824
Putin versetzt Selenskyj – und Europa schaut zu？,4,International,0.9651218057
Putin versetzt Selenskyj – und Europa schaut zu？,5,International,0.9964364767
Putin versetzt Selenskyj – und Europa schaut zu？,6,International,0.9786109328
Putin versetzt Selenskyj – und Europa schaut zu？,7,International,0.993108511
Putin versetzt Selenskyj – und Europa schaut zu？,8,International,0.9984910488
Putin versetzt Selenskyj – und Europa schaut zu？,9,International,0.9989905953
Putin versetzt Selenskyj – und Europa schaut zu？,10,International,0.9987735152
Putin versetzt Selenskyj – und Europa schaut zu？,11,International,0.9989252687
Putin versetzt Selenskyj – und Europa schaut zu？,12,International,0.9922641516
Putin versetzt Selenskyj – und Europa schaut zu？,13,Defense,0.678981483
Putin versetzt Selenskyj – und Europa schaut zu？,14,International,0.9961839318
Putin versetzt Selenskyj – und Europa schaut zu？,15,International,0.9977315068
Putin versetzt Selenskyj – und Europa schaut zu？,16,International,0.9995018244
Putin versetzt Selenskyj – und Europa schaut zu？,17,International,0.9990178347
Putin versetzt Selenskyj – und Europa schaut zu？,18,International,0.9995013475
Putin versetzt Selenskyj – und Europa schaut zu？,19,International,0.9982197881
Putin versetzt Selenskyj – und Europa schaut zu？,20,International,0.9994308352
Putin versetzt Selenskyj – und Europa schaut zu？,21,International,0.999363482
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,0,International,0.9974994063
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,1,Defense,0.9981428385
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,2,Defense,0.9995877147
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,3,Defense,0.9981282353
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,4,Defense,0.9992212057
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,5,Defense,0.9990975857
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,6,Defense,0.9995005131
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,7,Defense,0.9957227707
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,8,Defense,0.9981744289
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,9,International,0.9964612126
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,10,International,0.9993334413
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,11,International,0.9994100332
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,12,International,0.9039064646
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,13,International,0.9989689589
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,14,International,0.9981791973
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,15,Defense,0.998668313
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,16,Defense,0.9810622334
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,17,Foreign,0.9891070724
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,18,International,0.988727212
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,19,International,0.9974061847
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,20,Defense,0.7178488374
Putins Krieg und Trumps Erpressung · Wie kann sich Europa behaupten？,21,Defense,0.9116719365
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",0,Government,0.9474642873
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",1,Government,0.9978350997
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",2,Social,0.9715824723
