title,chunk_id,topic,confidence
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",3,Domestic,0.9991261363
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",4,Government,0.467335254
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",5,Civil,0.99881953
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",6,Civil,0.9994003773
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",7,Defense,0.5578486919
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",8,International,0.9942290783
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",9,International,0.9882254601
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",10,Domestic,0.9992997646
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",11,Macroeconomics,0.7762033939
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",12,Macroeconomics,0.9978920817
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",13,Macroeconomics,0.9959967136
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",14,Macroeconomics,0.9960125685
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",15,Government,0.9977931976
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",16,Domestic,0.8316604495
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",17,Domestic,0.7229439616
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",18,Domestic,0.9860987663
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",19,Domestic,0.9984387755
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",20,Domestic,0.9992449284
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",21,Government,0.8955688477
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",22,Government,0.9984636307
"Schadet linke Politik unserem Wohlstand, Frau Reichinnek？",23,Government,0.9597928524
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",0,Social,0.9982861876
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",1,Social,0.9988565445
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",2,Social,0.9187254906
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",3,Social,0.8158677816
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",4,Government,0.9978045821
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",5,Government,0.9970504045
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",6,Government,0.9993597865
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",7,Government,0.9905028343
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",8,Macroeconomics,0.9956991673
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",9,Macroeconomics,0.6141347885
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",10,Macroeconomics,0.9979669452
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",11,Macroeconomics,0.9606647491
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",12,Macroeconomics,0.9036189914
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",13,Social,0.9903221726
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",14,Social,0.9857646823
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",15,Social,0.9902750254
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",16,Social,0.9954984188
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",17,Government,0.9988595247
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",18,Macroeconomics,0.9798339009
"Steht die Mehrheit für das Rentenpaket, Herr Spahn？",19,International,0.8292297125
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,0,Domestic,0.6940646172
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,1,Immigration,0.974932313
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,2,Immigration,0.9886880517
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,3,Civil,0.5948236585
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,4,Civil,0.9961828589
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,5,Government,0.9307236671
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,6,Government,0.9968796968
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,7,Government,0.9968872666
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,8,Government,0.9995423555
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,9,Transportation,0.9795284271
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,10,Domestic,0.9819641113
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,11,Transportation,0.6896286011
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,12,Domestic,0.7569171786
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,13,Domestic,0.6329975128
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,14,Foreign,0.9961473942
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,15,Domestic,0.7589856982
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,16,Foreign,0.9981167316
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,17,Domestic,0.9799337387
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,18,Transportation,0.734352529
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,19,Environment,0.9845742583
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,20,Environment,0.9694408178
Stellenabbau und Handelskrieg： Ist unsere Autoindustrie noch zu retten？,21,Domestic,0.997997582
Trump droht Iran · Stürzt das Regime？,0,International,0.9976118803
Trump droht Iran · Stürzt das Regime？,1,International,0.9981947541
Trump droht Iran · Stürzt das Regime？,2,International,0.9993898869
Trump droht Iran · Stürzt das Regime？,3,International,0.989941895
Trump droht Iran · Stürzt das Regime？,4,International,0.9896059036
Trump droht Iran · Stürzt das Regime？,5,International,0.9994400144
Trump droht Iran · Stürzt das Regime？,6,International,0.9119702578
Trump droht Iran · Stürzt das Regime？,7,Defense,0.9619483352
Trump droht Iran · Stürzt das Regime？,8,International,0.9993826151
Trump droht Iran · Stürzt das Regime？,9,International,0.9993681312
Trump droht Iran · Stürzt das Regime？,10,International,0.9991157651
Trump droht Iran · Stürzt das Regime？,11,International,0.9990593791
Trump droht Iran · Stürzt das Regime？,12,International,0.9988858104
Trump droht Iran · Stürzt das Regime？,13,International,0.9992015958
Trump droht Iran · Stürzt das Regime？,14,International,0.9992554784
Trump droht Iran · Stürzt das Regime？,15,Technology,0.9887458682
Trump droht Iran · Stürzt das Regime？,16,International,0.9993224144
Trump droht Iran · Stürzt das Regime？,17,Government,0.5682745576
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,0,Government,0.5500152707
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,1,Civil,0.8133949637
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,2,Government,0.9979823828
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,3,Government,0.8038361073
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,4,Government,0.7778673172
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,5,Domestic,0.9919224977
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,6,Macroeconomics,0.9502775073
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,7,Government,0.9949093461
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,8,Government,0.9993507266
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,9,International,0.8882542253
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,10,International,0.9890226126
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,11,Technology,0.9227429032
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,12,Domestic,0.9952164888
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,13,Government,0.713987112
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,14,Government,0.9545218349
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,15,International,0.8523899913
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,16,Government,0.638936758
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,17,International,0.3907526433
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,18,Civil,0.968244195
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,19,Civil,0.9994982481
Trump spaltet die USA · Welchen Schaden nimmt die Demokratie？,20,International,0.9953349233
Trumps Griff nach Grönland · das Ende der NATO？,0,International,0.9990596175
Trumps Griff nach Grönland · das Ende der NATO？,1,Defense,0.9903906584
Trumps Griff nach Grönland · das Ende der NATO？,2,Defense,0.9987230897
Trumps Griff nach Grönland · das Ende der NATO？,3,International,0.9473016262
Trumps Griff nach Grönland · das Ende der NATO？,4,International,0.9970601201
Trumps Griff nach Grönland · das Ende der NATO？,5,Defense,0.6454461217
Trumps Griff nach Grönland · das Ende der NATO？,6,Defense,0.9855103493
Trumps Griff nach Grönland · das Ende der NATO？,7,International,0.7796231508
Trumps Griff nach Grönland · das Ende der NATO？,8,International,0.9544681907
Trumps Griff nach Grönland · das Ende der NATO？,9,Defense,0.9950158
Trumps Griff nach Grönland · das Ende der NATO？,10,International,0.9991378784
Trumps Griff nach Grönland · das Ende der NATO？,11,International,0.9750323296
Trumps Griff nach Grönland · das Ende der NATO？,12,Agriculture,0.7564355731
Trumps Griff nach Grönland · das Ende der NATO？,13,Law,0.998326242
Trumps Griff nach Grönland · das Ende der NATO？,14,International,0.9340445995
Trumps Griff nach Grönland · das Ende der NATO？,15,Government,0.6250277162
Trumps Griff nach Grönland · das Ende der NATO？,16,International,0.9967190623
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,0,International,0.9959812164
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,1,International,0.9727172852
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,2,Defense,0.9986506104
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,3,International,0.9983515739
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,4,International,0.9994456172
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,5,International,0.9895603657
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,6,International,0.9972087741
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,7,International,0.667714715
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,8,International,0.9988210797
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,9,International,0.9992050529
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,10,International,0.552467227
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,11,International,0.998932302
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,12,International,0.9651206732
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,13,Defense,0.8488064408
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,14,International,0.5461002588
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,15,Defense,0.9991605282
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,16,International,0.9733371735
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,17,International,0.9993236065
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,18,Government,0.7184030414
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,19,Defense,0.994946301
Trumps Ukraine-Deal： Neue Hoffnung auf Frieden？,20,Defense,0.9985198379
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,0,International,0.9963092208
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,1,International,0.9908025265
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,2,International,0.9977770448
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,3,Defense,0.7088019252
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,4,International,0.999078989
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,5,International,0.9991167188
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,6,Defense,0.9863260984
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,7,International,0.5944212079
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,8,International,0.9988973141
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,9,Defense,0.5175106525
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,10,Defense,0.9851723909
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,11,Defense,0.9992803931
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,12,Defense,0.9984647036
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,13,Defense,0.9946801066
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,14,Defense,0.999343574
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,15,International,0.9931372404
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,16,International,0.9955672622
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,17,Civil,0.8282222152
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,18,Civil,0.9943641424
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,19,Civil,0.9958003163
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,20,International,0.9955596924
Trumps neue Sicherheitsstrategie · die nächste Zeitenwende für Europa？,21,International,0.9635177255
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,0,Government,0.9409726262
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,1,Government,0.9978651404
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,2,Social,0.9982728958
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,3,Social,0.9980948567
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,4,Government,0.9988017082
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,5,Government,0.9976065159
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,6,Government,0.9990288019
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,7,Government,0.9916939139
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,8,Government,0.970084548
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,9,Civil,0.9908235073
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,10,Government,0.9151176214
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,11,Civil,0.9994390607
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,12,Civil,0.9989739656
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,13,Civil,0.6169009209
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,14,Civil,0.9941164255
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,15,Technology,0.9884706736
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,16,Technology,0.999161005
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,17,Government,0.9515455961
Vertrauenskrise und Empörungskultur · Haben wir den Kompromiss verlernt？,18,Technology,0.9990105629
"Wann sind wir kriegstüchtig, Herr Pistorius？",0,Defense,0.9987530708
"Wann sind wir kriegstüchtig, Herr Pistorius？",1,International,0.9978177547
"Wann sind wir kriegstüchtig, Herr Pistorius？",2,International,0.9993644357
"Wann sind wir kriegstüchtig, Herr Pistorius？",3,International,0.9992765784
"Wann sind wir kriegstüchtig, Herr Pistorius？",4,Defense,0.9995177984
"Wann sind wir kriegstüchtig, Herr Pistorius？",5,Defense,0.9986675978
"Wann sind wir kriegstüchtig, Herr Pistorius？",6,Defense,0.9974242449
"Wann sind wir kriegstüchtig, Herr Pistorius？",7,Defense,0.9988885522
"Wann sind wir kriegstüchtig, Herr Pistorius？",8,Defense,0.9994538426
"Wann sind wir kriegstüchtig, Herr Pistorius？",9,Defense,0.9942752719
"Wann sind wir kriegstüchtig, Herr Pistorius？",10,Government,0.9969810843
"Wann sind wir kriegstüchtig, Herr Pistorius？",11,Government,0.98940593
"Wann sind wir kriegstüchtig, Herr Pistorius？",12,International,0.9992263317
"Wann sind wir kriegstüchtig, Herr Pistorius？",13,Defense,0.9993376136
"Wann sind wir kriegstüchtig, Herr Pistorius？",14,Defense,0.9993878603
"Wann sind wir kriegstüchtig, Herr Pistorius？",15,International,0.9984645844
"Wann sind wir kriegstüchtig, Herr Pistorius？",16,International,0.7210384607
"Wann sind wir kriegstüchtig, Herr Pistorius？",17,Defense,0.8413376212
"Wann sind wir kriegstüchtig, Herr Pistorius？",18,Defense,0.9955769777
"Wann sind wir kriegstüchtig, Herr Pistorius？",19,International,0.739012599
"Wann sind wir kriegstüchtig, Herr Pistorius？",20,Defense,0.9995038509
"Wann sind wir kriegstüchtig, Herr Pistorius？",21,Defense,0.9923723936
"Was kostet uns der Aufschwung, Herr Klingbeil？",0,International,0.9988178611
"Was kostet uns der Aufschwung, Herr Klingbeil？",1,International,0.9992941618
"Was kostet uns der Aufschwung, Herr Klingbeil？",2,International,0.9990953207
"Was kostet uns der Aufschwung, Herr Klingbeil？",3,International,0.9994864464
"Was kostet uns der Aufschwung, Herr Klingbeil？",4,International,0.9987199306
"Was kostet uns der Aufschwung, Herr Klingbeil？",5,Government,0.910671711
"Was kostet uns der Aufschwung, Herr Klingbeil？",6,Government,0.9857126474
"Was kostet uns der Aufschwung, Herr Klingbeil？",7,Government,0.996340394
"Was kostet uns der Aufschwung, Herr Klingbeil？",8,Government,0.9939140677
"Was kostet uns der Aufschwung, Herr Klingbeil？",9,Government,0.9985247254
"Was kostet uns der Aufschwung, Herr Klingbeil？",10,Government,0.9789094329
"Was kostet uns der Aufschwung, Herr Klingbeil？",11,Government,0.9965558052
"Was kostet uns der Aufschwung, Herr Klingbeil？",12,Government,0.9994066954
"Was kostet uns der Aufschwung, Herr Klingbeil？",13,Government,0.9995606542
"Was kostet uns der Aufschwung, Herr Klingbeil？",14,Government,0.9995538592
"Was kostet uns der Aufschwung, Herr Klingbeil？",15,Government,0.8869287968
"Was kostet uns der Aufschwung, Herr Klingbeil？",16,Agriculture,0.9948003292
"Was kostet uns der Aufschwung, Herr Klingbeil？",17,Social,0.9237076044
"Was kostet uns der Aufschwung, Herr Klingbeil？",18,Government,0.9653638005
"Was kostet uns der Aufschwung, Herr Klingbeil？",19,Macroeconomics,0.9944592714
"Was kostet uns der Aufschwung, Herr Klingbeil？",20,Macroeconomics,0.7968484163
"Was kostet uns der Aufschwung, Herr Klingbeil？",21,Social,0.9979715943
"Was kostet uns der Aufschwung, Herr Klingbeil？",22,Social,0.9973270893
"Was kostet uns der Aufschwung, Herr Klingbeil？",23,Government,0.9323205352
"Was kostet uns der Aufschwung, Herr Klingbeil？",24,Government,0.9866361022
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",0,International,0.996340692
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",1,International,0.9977321625
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",2,International,0.9965564013
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",3,Government,0.9992908239
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",4,Government,0.6458697319
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",5,Government,0.9989529848
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",6,Macroeconomics,0.9984791875
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",7,Government,0.9980399013
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",8,Immigration,0.9973995686
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",9,Government,0.626075983
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",10,Government,0.9861338735
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",11,Immigration,0.9865517616
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",12,Immigration,0.9979513288
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",13,Immigration,0.9919734001
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",14,International,0.8095660806
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",15,Government,0.6777958274
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",16,International,0.9888888001
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",17,Government,0.9957096577
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",18,Government,0.9741463661
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",19,Macroeconomics,0.9955617189
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",20,Government,0.9994487166
"Wie will die neue Regierung Vertrauen gewinnen, Herr Frei？",21,Macroeconomics,0.5792005062
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",0,Defense,0.9993181229
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",1,Defense,0.9934385419
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",2,Defense,0.684627533
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",3,Defense,0.7167550921
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",4,Defense,0.9990733862
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",5,Defense,0.9455999136
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",6,Macroeconomics,0.9780463576
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",7,Government,0.9938854575
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",8,Government,0.9990103245
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",9,Government,0.556442678
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",10,Immigration,0.9591534138
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",11,Macroeconomics,0.8845637441
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",12,Labor,0.6101956367
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",13,Social,0.8504678011
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",14,Social,0.957290113
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",15,Social,0.9979652166
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",16,Macroeconomics,0.9289432168
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",17,Social,0.9947413206
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",18,Government,0.9752942324
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",19,Technology,0.8138939738
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",20,Civil,0.966219902
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",21,Government,0.577952981
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",22,Civil,0.9986279011
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",23,International,0.9993563294
"Wo bleibt der Ruck für Reformen, Herr Bundeskanzler？",24,International,0.9994342923
Wohin führt die Eskalation zwischen Israel und dem Iran？,0,International,0.9761091471
Wohin führt die Eskalation zwischen Israel und dem Iran？,1,International,0.9995181561
Wohin führt die Eskalation zwischen Israel und dem Iran？,2,International,0.9986726046
Wohin führt die Eskalation zwischen Israel und dem Iran？,3,Defense,0.9984588623
Wohin führt die Eskalation zwischen Israel und dem Iran？,4,International,0.9994058609
Wohin führt die Eskalation zwischen Israel und dem Iran？,5,International,0.9974864721
Wohin führt die Eskalation zwischen Israel und dem Iran？,6,Defense,0.9992312193
Wohin führt die Eskalation zwischen Israel und dem Iran？,7,Defense,0.9991101623
Wohin führt die Eskalation zwischen Israel und dem Iran？,8,International,0.9994401336
Wohin führt die Eskalation zwischen Israel und dem Iran？,9,International,0.9519804716
Wohin führt die Eskalation zwischen Israel und dem Iran？,10,International,0.9994326234
Wohin führt die Eskalation zwischen Israel und dem Iran？,11,International,0.5891377926
Wohin führt die Eskalation zwischen Israel und dem Iran？,12,Defense,0.9519896507
Wohin führt die Eskalation zwischen Israel und dem Iran？,13,Defense,0.9889087081
Wohin führt die Eskalation zwischen Israel und dem Iran？,14,Defense,0.9984264374
Wohin führt die Eskalation zwischen Israel und dem Iran？,15,Defense,0.999519825
Wohin führt die Eskalation zwischen Israel und dem Iran？,16,International,0.4970897436
